County, Latitude, Longitude, roadtmpc, pcpn, srad, snwd, drct,time,avg
Story County,41.873235,-93.571107,8,0,0,0,130,04-08-2017T09:15:00Z,68.349778
Story County,41.873235,-93.571107,8,0,0,0,130,04-08-2017T09:20:00Z,68.349778
Story County,41.873235,-93.571107,8,0,0,0,130,04-08-2017T09:25:00Z,68.349778
Story County,41.873235,-93.571107,8,0,0,0,130,04-08-2017T09:30:00Z,68.349778
Story County,41.873235,-93.571107,8,0,0,0,150,04-08-2017T12:15:00Z,68.349778
Story County,41.873235,-93.571107,8,0,4.949999809,0,150,04-08-2017T12:20:00Z,68.349778
Story County,41.873235,-93.571107,8.100000381,0,0,0,130,04-08-2017T09:00:00Z,68.349778
Story County,41.873235,-93.571107,8.100000381,0,0,0,160,04-08-2017T08:55:00Z,68.349778
Story County,41.873235,-93.571107,8.199999809,0,0,0,150,04-08-2017T08:35:00Z,68.349778
Story County,41.873235,-93.571107,8.199999809,0,0,0,150,04-08-2017T08:40:00Z,68.349778
Story County,41.873235,-93.571107,8.199999809,0,0,0,150,04-08-2017T08:45:00Z,68.349778
Story County,41.873235,-93.571107,8.199999809,0,0,0,150,04-08-2017T08:50:00Z,68.349778
Story County,41.873235,-93.571107,8.399999619,0,0,0,150,04-08-2017T08:25:00Z,68.349778
Story County,41.873235,-93.571107,8.399999619,0,0,0,150,04-08-2017T08:30:00Z,68.349778
Story County,41.873235,-93.571107,8.399999619,0,4.949999809,0,150,04-08-2017T12:25:00Z,68.349778
Story County,41.873235,-93.571107,8.399999619,0,4.949999809,0,150,04-08-2017T12:30:00Z,68.349778
Story County,41.873235,-93.571107,8.5,0,0,0,150,04-08-2017T08:15:00Z,68.349778
Story County,41.873235,-93.571107,8.5,0,0,0,150,04-08-2017T08:20:00Z,68.349778
Story County,41.873235,-93.571107,8.600000381,0,4.949999809,0,150,04-08-2017T12:35:00Z,68.349778
Story County,41.873235,-93.571107,8.600000381,0,4.949999809,0,150,04-08-2017T12:40:00Z,68.349778
Story County,41.873235,-93.571107,8.699999809,0,0,0,150,04-08-2017T08:00:00Z,68.349778
Story County,41.873235,-93.571107,8.699999809,0,0,0,150,04-08-2017T08:05:00Z,68.349778
Story County,41.873235,-93.571107,8.699999809,0,0,0,150,04-08-2017T08:10:00Z,68.349778
Story County,41.873235,-93.571107,8.699999809,0,0,0,160,04-08-2017T07:55:00Z,68.349778
Story County,41.873235,-93.571107,8.800000191,0,0,0,150,04-08-2017T07:45:00Z,68.349778
Story County,41.873235,-93.571107,8.800000191,0,0,0,150,04-08-2017T07:50:00Z,68.349778
Story County,41.873235,-93.571107,8.800000191,0,4.949999809,0,150,04-08-2017T12:45:00Z,68.349778
Story County,41.873235,-93.571107,8.800000191,0,4.949999809,0,150,04-08-2017T12:50:00Z,68.349778
Story County,41.873235,-93.571107,8.899999619,0,0,0,150,04-08-2017T07:35:00Z,68.349778
Story County,41.873235,-93.571107,8.899999619,0,0,0,150,04-08-2017T07:40:00Z,68.349778
Story County,41.873235,-93.571107,9,0,0,0,150,04-08-2017T07:25:00Z,68.349778
Story County,41.873235,-93.571107,9,0,0,0,150,04-08-2017T07:30:00Z,68.349778
Story County,41.873235,-93.571107,9.199999809,0,0,0,150,04-08-2017T07:15:00Z,68.349778
Story County,41.873235,-93.571107,9.199999809,0,0,0,150,04-08-2017T07:20:00Z,68.349778
Story County,41.873235,-93.571107,9.300000191,0,0,0,150,04-08-2017T07:05:00Z,68.349778
